occupation,preffered_label,esco_code
gambling chief executive officer,gambling manager,1431.2.3
gambling general manager,gambling manager,1431.2.3
gambling manager,gambling manager,1431.2.3
gambling managing director,gambling manager,1431.2.3
general manager,gambling manager,1431.2.3
lottery shop general manager,lottery manager,1431.2.4
lottery shop senior administrator,lottery manager,1431.2.4
lottery managing director,lottery manager,1431.2.4
lottery shop managing director,lottery manager,1431.2.4
lottery shop chief executive officer,lottery manager,1431.2.4
lottery manager,lottery manager,1431.2.4
lottery shop manager,lottery manager,1431.2.4
lottery chief executive officer,lottery manager,1431.2.4
senior lottery administrator,lottery manager,1431.2.4
lottery general manager,lottery manager,1431.2.4
general manager,lottery manager,1431.2.4
manager of spa,spa manager,1431.2.5
spa manager,spa manager,1431.2.5
spa managers,spa manager,1431.2.5
wellness manager,spa manager,1431.2.5
spa and wellness manager,spa manager,1431.2.5
spa director,spa manager,1431.2.5
curator of ectotherms,zoo curator,1431.2.6
zoological curator,zoo curator,1431.2.6
curator of mammals,zoo curator,1431.2.6
head of living collections,zoo curator,1431.2.6
curator of invertebrates,zoo curator,1431.2.6
curator of herpetology,zoo curator,1431.2.6
collection curator,zoo curator,1431.2.6
zoo collection curator,zoo curator,1431.2.6
zoo curator,zoo curator,1431.2.6
general curator,zoo curator,1431.2.6
curator of living collections,zoo curator,1431.2.6
aquarium curator,zoo curator,1431.2.6
zoo collection's supervisor,zoo curator,1431.2.6
curator of reptiles,zoo curator,1431.2.6
collections supervisor,zoo curator,1431.2.6
mammal curator,zoo curator,1431.2.6
zoo general curator,zoo curator,1431.2.6
sport hall manager,sport facility manager,1431.3
stadium manager,sport facility manager,1431.3
sport venue manager,sport facility manager,1431.3
fitness club manager,sport facility manager,1431.3
swimming pool manager,sport facility manager,1431.3
director,sport facility manager,1431.3
sport facility manager,sport facility manager,1431.3
call centre director,call centre manager,1439.1
customer centre manager,call centre manager,1439.1
client centre manager,call centre manager,1439.1
call center manager,call centre manager,1439.1
call centre coordinator,call centre manager,1439.1
contact centre coordinator,call centre manager,1439.1
contact centre manager,call centre manager,1439.1
call centre manager,call centre manager,1439.1
camp-site manager,camping ground manager,1439.2
countryside manager,camping ground manager,1439.2
camping ground manager,camping ground manager,1439.2
campgrounds manager,camping ground manager,1439.2
campground manager,camping ground manager,1439.2
camping pitch manager,camping ground manager,1439.2
camping manager,camping ground manager,1439.2
contact centre manager,contact centre manager,1439.3
contact center manager,contact centre manager,1439.3
customer service manager,contact centre manager,1439.3
motor vehicle repair shop coordinator,garage manager,1439.4
motor vehicle repair shop director,garage manager,1439.4
car repair shop director,garage manager,1439.4
car shop repair service director,garage manager,1439.4
automotive repair shop manager,garage manager,1439.4
motor vehicle repair shop manager,garage manager,1439.4
car workshop manager,garage manager,1439.4
garage manager,garage manager,1439.4
auto shop service manager,garage manager,1439.4
laundromat manager,laundry and dry cleaning manager,1439.5
dry cleaning service manager,laundry and dry cleaning manager,1439.5
dry-cleaning service manager,laundry and dry cleaning manager,1439.5
laundry manager,laundry and dry cleaning manager,1439.5
laundry and dry-cleaning service manager,laundry and dry cleaning manager,1439.5
laundry and dry cleaning coordinator,laundry and dry cleaning manager,1439.5
dry cleaning and laundry supervisor,laundry and dry cleaning manager,1439.5
laundry and dry cleaning service manager,laundry and dry cleaning manager,1439.5
laundry and dry cleaning manager,laundry and dry cleaning manager,1439.5
laundry and dry-cleaning coordinator,laundry and dry cleaning manager,1439.5
laundry service manager,laundry and dry cleaning manager,1439.5
launderette manager,laundry and dry cleaning manager,1439.5
dry-cleaning and laundry supervisor,laundry and dry cleaning manager,1439.5
tourist information centre supervisor,tourist information centre manager,1439.6
tourist information centre (TIC) manager,tourist information centre manager,1439.6
tourist information supervisor,tourist information centre manager,1439.6
tourist information center manager,tourist information centre manager,1439.6
tourist information centre manager,tourist information centre manager,1439.6
tourist information point manager,tourist information centre manager,1439.6
tour operator manager,tour operator manager,1439.7
package tour services manager,tour operator manager,1439.7
tour operators manager,tour operator manager,1439.7
package tour operator manager,tour operator manager,1439.7
package tour manager,tour operator manager,1439.7
travel call centre manager,travel agency manager,1439.8
tourism agency manager,travel agency manager,1439.8
tourism sales manager,travel agency manager,1439.8
travel agency manager,travel agency manager,1439.8
travel sales manager,travel agency manager,1439.8
astronomy researcher,astronomer,2111.1
astronomers,astronomer,2111.1
astronomy research scientist,astronomer,2111.1
astronomy research analyst,astronomer,2111.1
astronomy science researcher,astronomer,2111.1
astronomy scholar,astronomer,2111.1
astrophysicist,astronomer,2111.1
astronomer,astronomer,2111.1
astronomy scientist,astronomer,2111.1
astronomy analyst,astronomer,2111.1
cosmology scientist,cosmologist,2111.2
cosmology data scientist,cosmologist,2111.2
cosmology research scientist,cosmologist,2111.2
theoretical cosmologist,cosmologist,2111.2
observational cosmologist,cosmologist,2111.2
cosmologist,cosmologist,2111.2
evolutionary cosmologist,cosmologist,2111.2
physics researcher,physicist,2111.3
medical physicist,physicist,2111.3
physics scholar,physicist,2111.3
forensic physicist,physicist,2111.3
physicist,physicist,2111.3
nuclear physicist,physicist,2111.3
physics research scientist,physicist,2111.3
physics science researcher,physicist,2111.3
ballist physicist,physicist,2111.3
physics scientist,physicist,2111.3
physics analyst,physicist,2111.3
petrophysicist,physicist,2111.3
biophysicist,physicist,2111.3
neurologist,physicist,2111.3
meteorology research analyst,meteorologist,2112.1
meteorology analyst,meteorologist,2112.1
meteorology scientist,meteorologist,2112.1
meteorology science researcher,meteorologist,2112.1
atmospheric research analyst,meteorologist,2112.1
meteorology researcher,meteorologist,2112.1
meteorology research scientist,meteorologist,2112.1
marine meteorologist,meteorologist,2112.1
atmospheric scientist,meteorologist,2112.1
atmospheric analyst,meteorologist,2112.1
atmospheric science researcher,meteorologist,2112.1
atmospheric research scientist,meteorologist,2112.1
meteorologist,meteorologist,2112.1
atmospheric researcher,meteorologist,2112.1
air navigation meteorologist,aviation meteorologist,2112.1.1
meteorological technician,aviation meteorologist,2112.1.1
airline meteorologist,aviation meteorologist,2112.1.1
specialist in aviation meteorology,aviation meteorologist,2112.1.1
aviation meteorologist,aviation meteorologist,2112.1.1
aviation meteorological specialist,aviation meteorologist,2112.1.1
air meteorologist,aviation meteorologist,2112.1.1
meteorologist,aviation meteorologist,2112.1.1
meteorological aviation inspector,aviation meteorologist,2112.1.1
climatology research scientist,climatologist,2112.1.2
climatology research analyst,climatologist,2112.1.2
climate analyst,climatologist,2112.1.2
climate researcher,climatologist,2112.1.2
climate scientist,climatologist,2112.1.2
climate research analyst,climatologist,2112.1.2
climatologists,climatologist,2112.1.2
climatology scholar,climatologist,2112.1.2
climatologist,climatologist,2112.1.2
climate scholar,climatologist,2112.1.2
climate science researcher,climatologist,2112.1.2
climate research scientist,climatologist,2112.1.2
climatology analyst,climatologist,2112.1.2
climatology scientist,climatologist,2112.1.2
climatology researcher,climatologist,2112.1.2
climatology science researcher,climatologist,2112.1.2
weather forecast presenter,weather forecaster,2112.1.3
operational weather forecaster,weather forecaster,2112.1.3
weather presenter,weather forecaster,2112.1.3
meteorology analyst,weather forecaster,2112.1.3
meteorology scientist,weather forecaster,2112.1.3
senior weather forecaster,weather forecaster,2112.1.3
meteorology research analyst,weather forecaster,2112.1.3
media weather forecaster,weather forecaster,2112.1.3
meteorology science researcher,weather forecaster,2112.1.3
weather forecast anchor,weather forecaster,2112.1.3
weather forecaster,weather forecaster,2112.1.3
on-line weather forecaster,weather forecaster,2112.1.3
weather forecasters,weather forecaster,2112.1.3
meteorology researcher,weather forecaster,2112.1.3
weather anchor,weather forecaster,2112.1.3
numerical weather forecaster,weather forecaster,2112.1.3
metrology research engineer,metrologist,2112.2
